Log started on 2021_03_09_103942
rodRBStateFileLogger.,
Simulation time (sec),CoM_X,CoM_Y,Theta,dCoM_X_dt,dCoM_Y_dt,dTheta_dt
1.375,6.40974e-08,0.0172207,-0.000553668,5.12681e-10,-2.56464e-08,-7.93113e-06
1.38,6.41001e-08,0.0172207,-0.000553726,5.5769e-10,-2.6079e-08,-8.39851e-06
1.385,6.4103e-08,0.0172207,-0.000553785,6.01765e-10,-2.65188e-08,-8.85823e-06
1.39,6.41061e-08,0.0172207,-0.000553845,6.36682e-10,-2.69658e-08,-9.23487e-06
1.395,6.41094e-08,0.0172207,-0.000553906,6.60365e-10,-2.74202e-08,-9.50942e-06
1.4,6.41127e-08,0.0172207,-0.000553969,6.74635e-10,-2.78822e-08,-9.69859e-06
1.405,6.41161e-08,0.0172207,-0.000554032,6.82978e-10,-2.83517e-08,-9.83436e-06
1.41,6.41195e-08,0.0172207,-0.000554097,6.8888e-10,-2.8829e-08,-9.94874e-06
1.415,6.4123e-08,0.0172207,-0.000554163,6.94933e-10,-2.93142e-08,-1.00655e-05
1.42,6.41265e-08,0.0172207,-0.000554229,7.02562e-10,-2.98075e-08,-1.01977e-05
1.425,6.413e-08,0.0172207,-0.000554297,7.1219e-10,-3.03088e-08,-1.03493e-05
1.43,6.41336e-08,0.0172207,-0.000554366,7.23583e-10,-3.08184e-08,-1.05181e-05
1.435,6.41373e-08,0.0172207,-0.000554436,7.36207e-10,-3.13364e-08,-1.06993e-05
1.44,6.40861e-08,0.0172208,-0.000548243,-3.97877e-08,7.31836e-06,0.00130814
1.445,6.36399e-08,0.0172208,-0.000533248,-1.27329e-07,5.27104e-06,0.00179521
1.45,6.29475e-08,0.0172208,-0.000524085,-1.39557e-07,2.7282e-06,0.00161054
1.455,6.23204e-08,0.0172208,-0.000518703,-1.06796e-07,1.40754e-06,0.00115321
1.46,6.19033e-08,0.0172208,-0.000515703,-5.96744e-08,7.21785e-07,0.000638457
1.465,6.1714e-08,0.0172208,-0.000514217,-1.79006e-08,3.65667e-07,0.00021184
1.47,6.16997e-08,0.0172208,-0.000513651,9.64921e-09,1.80676e-07,-6.38345e-05
1.475,6.17846e-08,0.0172208,-0.000513585,2.21274e-08,8.45152e-08,-0.000190567
1.48,6.19014e-08,0.0172208,-0.000513734,2.31466e-08,3.44601e-08,-0.000206587
1.485,6.20052e-08,0.0172208,-0.000513928,1.7717e-08,8.33063e-09,-0.000160487
1.49,6.20752e-08,0.0172208,-0.000514085,1.02524e-08,-5.38594e-09,-9.41107e-05
1.495,6.21093e-08,0.0172208,-0.00051418,3.66734e-09,-1.26651e-08,-3.4901e-05
1.5,6.21157e-08,0.0172208,-0.000514223,-7.04274e-10,-1.66075e-08,4.52325e-06
1.505,6.21063e-08,0.0172208,-0.000514236,-2.73153e-09,-1.88223e-08,2.27454e-05
1.51,6.20915e-08,0.0172208,-0.000514241,-2.96427e-09,-2.01439e-08,2.46797e-05
1.515,6.20784e-08,0.0172208,-0.000514251,-2.17208e-09,-2.10052e-08,1.73058e-05
1.52,6.20703e-08,0.0172208,-0.000514274,-1.03868e-09,-2.16307e-08,6.8466e-06
1.525,6.20678e-08,0.0172208,-0.000514312,-2.07186e-11,-2.21368e-08,-2.53689e-06
1.53,6.20695e-08,0.0172208,-0.00051436,6.67763e-10,-2.25839e-08,-8.89565e-06
1.535,6.20738e-08,0.0172208,-0.000514415,9.99451e-10,-2.30035e-08,-1.19847e-05
1.54,6.20791e-08,0.0172208,-0.000514473,1.05432e-09,-2.3412e-08,-1.25386e-05
1.545,6.20841e-08,0.0172208,-0.000514531,9.48655e-10,-2.38179e-08,-1.16226e-05
1.55,6.20884e-08,0.0172208,-0.000514588,7.8737e-10,-2.42257e-08,-1.01977e-05
1.555,6.2092e-08,0.0172208,-0.000514645,6.41492e-10,-2.46377e-08,-8.91406e-06
1.56,6.20949e-08,0.0172208,-0.0005147,5.45056e-10,-2.50553e-08,-8.08347e-06
1.565,6.20975e-08,0.0172208,-0.000514756,5.03251e-10,-2.54793e-08,-7.75349e-06
1.57,6.21001e-08,0.0172208,-0.000514813,5.04427e-10,-2.59099e-08,-7.81761e-06
1.575,6.21026e-08,0.0172208,-0.00051487,5.30995e-10,-2.63475e-08,-8.11493e-06
1.58,6.21054e-08,0.0172208,-0.000514929,5.66842e-10,-2.67923e-08,-8.49805e-06
1.585,6.21083e-08,0.0172208,-0.000514989,6.00916e-10,-2.72444e-08,-8.86586e-06
1.59,6.21114e-08,0.0172208,-0.00051505,6.27808e-10,-2.7704e-08,-9.16887e-06
1.595,6.21146e-08,0.0172208,-0.000515113,6.46567e-10,-2.81713e-08,-9.3984e-06
1.6,6.21178e-08,0.0172208,-0.000515176,6.58884e-10,-2.86462e-08,-9.56995e-06
1.605,6.21211e-08,0.0172208,-0.000515241,6.67421e-10,-2.9129e-08,-9.7079e-06
1.61,6.21245e-08,0.0172208,-0.000515307,6.74657e-10,-2.96198e-08,-9.83492e-06
1.615,6.21279e-08,0.0172208,-0.000515373,6.82314e-10,-3.01188e-08,-9.96681e-06
1.62,6.21313e-08,0.0172208,-0.000515441,6.91256e-10,-3.06259e-08,-1.01115e-05
1.625,6.21348e-08,0.0172208,-0.00051551,7.01656e-10,-3.11415e-08,-1.02705e-05
1.63,6.21383e-08,0.0172208,-0.00051558,7.13274e-10,-3.16656e-08,-1.04418e-05
1.635,6.21419e-08,0.0172208,-0.000515651,7.25712e-10,-3.21983e-08,-1.06217e-05
1.64,6.21252e-08,0.0172208,-0.000512534,-1.92603e-08,5.1011e-06,0.0008432
1.645,6.18147e-08,0.0172209,-0.000499093,-1.01051e-07,5.30287e-06,0.00153864
1.65,6.1234e-08,0.0172209,-0.000490204,-1.21392e-07,2.74738e-06,0.00143588
1.655,6.06764e-08,0.0172209,-0.000484991,-9.70446e-08,1.41896e-06,0.00105943
1.66,6.02901e-08,0.0172209,-0.000482064,-5.67781e-08,7.28409e-07,0.000609711
1.665,6.0103e-08,0.0172209,-0.000480584,-1.95465e-08,3.69394e-07,0.00022605
1.67,6.00739e-08,0.0172209,-0.000479982,5.74966e-09,1.82687e-07,-2.82262e-05
1.675,6.01377e-08,0.0172209,-0.000479865,1.77838e-08,8.55241e-08,-0.000150544
1.68,6.02342e-08,0.0172209,-0.000479964,1.95104e-08,3.48886e-08,-0.000172958
1.685,6.03227e-08,0.0172209,-0.000480121,1.53065e-08,8.42514e-09,-0.000138135
1.69,6.03839e-08,0.0172209,-0.000480256,9.09773e-09,-5.48326e-09,-8.33634e-05
1.695,6.04148e-08,0.0172209,-0.000480343,3.50255e-09,-1.28729e-08,-3.33178e-05
1.7,6.04221e-08,0.0172209,-0.000480389,-2.61052e-10,-1.688e-08,4.70506e-07
1.705,6.04156e-08,0.0172209,-0.000480409,-2.04395e-09,-1.91333e-08,1.64217e-05
1.71,6.04043e-08,0.0172209,-0.000480422,-2.30141e-09,-2.0479e-08,1.85763e-05
1.715,6.03941e-08,0.0172209,-0.00048044,-1.68456e-09,-2.13564e-08,1.28178e-05
1.72,6.03879e-08,0.0172209,-0.000480469,-7.721e-10,-2.19937e-08,4.39719e-06
1.725,6.03862e-08,0.0172209,-0.000480508,5.15784e-11,-2.25091e-08,-3.1932e-06
1.73,6.0388e-08,0.0172209,-0.000480557,6.08161e-10,-2.29645e-08,-8.33463e-06
1.735,6.03918e-08,0.0172209,-0.000480611,8.75982e-10,-2.33917e-08,-1.08343e-05
1.74,6.03964e-08,0.0172209,-0.000480668,9.21702e-10,-2.38074e-08,-1.13036e-05
1.745,6.04008e-08,0.0172209,-0.000480725,8.40475e-10,-2.42205e-08,-1.06128e-05
1.75,6.04047e-08,0.0172209,-0.000480782,7.16755e-10,-2.46354e-08,-9.5339e-06
1.755,6.0408e-08,0.0172209,-0.000480838,6.06547e-10,-2.50547e-08,-8.57876e-06
1.76,6.04108e-08,0.0172209,-0.000480894,5.35743e-10,-2.54797e-08,-7.98402e-06
1.765,6.04134e-08,0.0172209,-0.000480951,5.07381e-10,-2.59111e-08,-7.77757e-06
1.77,6.0416e-08,0.0172209,-0.000481008,5.11643e-10,-2.63493e-08,-7.86982e-06
1.775,6.04186e-08,0.0172209,-0.000481066,5.3459e-10,-2.67946e-08,-8.13355e-06
1.78,6.04213e-08,0.0172209,-0.000481125,5.63878e-10,-2.72472e-08,-8.45607e-06
1.785,6.04242e-08,0.0172209,-0.000481186,5.91337e-10,-2.77073e-08,-8.7628e-06
1.79,6.04272e-08,0.0172209,-0.000481247,6.13203e-10,-2.8175e-08,-9.01939e-06
1.795,6.04303e-08,0.0172209,-0.00048131,6.2905e-10,-2.86505e-08,-9.22195e-06
1.8,6.04335e-08,0.0172209,-0.000481375,6.40326e-10,-2.91339e-08,-9.38375e-06
1.805,6.04367e-08,0.0172209,-0.000481439,6.49077e-10,-2.96252e-08,-9.52346e-06
1.81,6.044e-08,0.0172209,-0.000481505,6.57112e-10,-3.01247e-08,-9.65763e-06
1.815,6.04433e-08,0.0172209,-0.000481573,6.65626e-10,-3.06325e-08,-9.79719e-06
1.82,6.04466e-08,0.0172209,-0.000481641,6.75171e-10,-3.11487e-08,-9.94719e-06
1.825,6.045e-08,0.0172209,-0.000481711,6.8581e-10,-3.16734e-08,-1.01082e-05
1.83,6.04535e-08,0.0172209,-0.000481781,6.97335e-10,-3.22069e-08,-1.02784e-05
1.835,6.0457e-08,0.0172209,-0.000481853,7.09448e-10,-3.27491e-08,-1.04551e-05
1.84,6.04552e-08,0.0172209,-0.000480644,-6.83359e-09,3.0962e-06,0.000487396
1.845,6.02527e-08,0.0172209,-0.000469188,-7.8087e-08,5.39337e-06,0.00131875
1.85,5.97689e-08,0.017221,-0.000460459,-1.05836e-07,2.79357e-06,0.00128917
1.855,5.92701e-08,0.017221,-0.000455348,-8.89095e-08,1.44431e-06,0.00098258
1.86,5.8909e-08,0.017221,-0.000452462,-5.44998e-08,7.42237e-07,0.000587671
1.865,5.8723e-08,0.017221,-0.000450973,-2.10148e-08,3.76881e-07,0.000239069
1.87,5.86815e-08,0.017221,-0.000450336,2.51675e-09,1.86691e-07,1.39493e-06
1.875,5.8728e-08,0.017221,-0.000450173,1.42841e-08,8.76183e-08,-0.00011827
1.88,5.88083e-08,0.017221,-0.000450232,1.66501e-08,3.59383e-08,-0.000146489
1.885,5.88851e-08,0.017221,-0.00045036,1.34582e-08,8.90396e-09,-0.000120975
1.89,5.89395e-08,0.017221,-0.000450478,8.24544e-09,-5.31671e-09,-7.53982e-05
1.895,5.89682e-08,0.017221,-0.000450559,3.40952e-09,-1.28776e-08,-3.23767e-05
1.9,5.89763e-08,0.017221,-0.000450606,9.43519e-11,-1.69791e-08,-2.7453e-06
1.905,5.89721e-08,0.017221,-0.000450632,-1.52255e-09,-1.92852e-08,1.16591e-05
1.91,5.89633e-08,0.017221,-0.000450651,-1.81443e-09,-2.06612e-08,1.41212e-05
1.915,5.89552e-08,0.017221,-0.000450674,-1.33802e-09,-2.15566e-08,9.65244e-06
1.92,5.89504e-08,0.017221,-0.000450705,-5.92532e-10,-2.22053e-08,2.76895e-06
1.925,5.89492e-08,0.017221,-0.000450746,8.96263e-11,-2.27288e-08,-3.51752e-06
1.93,5.89509e-08,0.017221,-0.000450795,5.5371e-10,-2.31903e-08,-7.80622e-06
1.935,5.89543e-08,0.017221,-0.000450849,7.79517e-10,-2.36228e-08,-9.91814e-06
1.94,5.89584e-08,0.017221,-0.000450904,8.22096e-10,-2.40433e-08,-1.03577e-05
1.945,5.89624e-08,0.017221,-0.000450961,7.60366e-10,-2.44609e-08,-9.84575e-06
1.95,5.89659e-08,0.017221,-0.000451017,6.63929e-10,-2.48803e-08,-9.01734e-06
1.955,5.8969e-08,0.017221,-0.000451073,5.7844e-10,-2.53041e-08,-8.28907e-06
1.96,5.89718e-08,0.017221,-0.000451129,5.24601e-10,-2.57336e-08,-7.84983e-06
1.965,5.89743e-08,0.017221,-0.000451186,5.04492e-10,-2.61695e-08,-7.71872e-06
1.97,5.89769e-08,0.017221,-0.000451243,5.0997e-10,-2.66123e-08,-7.82163e-06
1.975,5.89794e-08,0.017221,-0.000451302,5.29831e-10,-2.70623e-08,-8.05647e-06
1.98,5.89822e-08,0.017221,-0.000451361,5.54361e-10,-2.75197e-08,-8.33474e-06
1.985,5.8985e-08,0.017221,-0.000451422,5.77285e-10,-2.79846e-08,-8.59929e-06
1.99,5.89879e-08,0.017221,-0.000451484,5.95839e-10,-2.84573e-08,-8.82492e-06
1.995,5.89909e-08,0.017221,-0.000451546,6.09834e-10,-2.89378e-08,-9.00995e-06
2,5.8994e-08,0.017221,-0.00045161,6.20472e-10,-2.94263e-08,-9.16534e-06
2.005,5.89971e-08,0.017221,-0.000451675,6.29346e-10,-2.99228e-08,-9.30563e-06
2.01,5.90003e-08,0.017221,-0.000451742,6.37815e-10,-3.04277e-08,-9.44321e-06
2.015,5.90035e-08,0.017221,-0.000451809,6.46744e-10,-3.09409e-08,-9.58598e-06
2.02,5.90068e-08,0.017221,-0.000451877,6.56504e-10,-3.14626e-08,-9.73737e-06
2.025,5.90101e-08,0.017221,-0.000451947,6.67113e-10,-3.19929e-08,-9.89753e-06
2.03,5.90135e-08,0.017221,-0.000452018,6.78398e-10,-3.25321e-08,-1.00649e-05
2.035,5.90169e-08,0.017221,-0.000452089,6.90135e-10,-3.30802e-08,-1.02375e-05
2.04,5.90196e-08,0.017221,-0.000451873,-7.62181e-10,1.30879e-06,0.000212966
2.045,5.88994e-08,0.017221,-0.000442786,-5.74211e-08,5.56621e-06,0.00112525
2.05,5.85018e-08,0.017221,-0.000434118,-9.20957e-08,2.86393e-06,0.00116241
2.055,5.80545e-08,0.017221,-0.000429055,-8.18782e-08,1.48214e-06,0.000917607
2.06,5.77149e-08,0.017221,-0.00042618,-5.26226e-08,7.62548e-07,0.000570177
2.065,5.75296e-08,0.017221,-0.000424673,-2.23309e-08,3.87752e-07,0.000251073
2.07,5.74773e-08,0.017221,-0.000424,-2.30562e-10,1.92483e-07,2.66936e-05
2.075,5.75092e-08,0.017221,-0.000423797,1.13829e-08,9.068e-08,-9.14663e-05
2.08,5.75763e-08,0.017221,-0.000423821,1.43306e-08,3.75329e-08,-0.000124998
